Student_ID,Gender,Age,City,Department,Semester,Matric_Marks,Intermediate_Marks,Entry_Test_Score,Current_CGPA,Previous_Semester_GPA,Attendance_Percentage,Study_Hours_Per_Day,Sleep_Hours,Social_Media_Hours,Stress_Level,Motivation_Level,Discipline_Level,Programming_Skill_Level,Python_Knowledge,Java_Knowledge,Database_Knowledge,ML_Knowledge,Web_Development_Skill,GitHub_Projects_Count,Certifications_Count,Internship_Experience,Internship_Duration_Months,Scholarship,Hostel_Resident,Financial_Background,Transport_Mode,Communication_Skill,English_Level,Resume_Score,Job_Applications_Submitted,Offer_Letters_Received,Placement_Status
1162,Male,24,Abbottabad,DS,4,889,924,69,2.03,1.94,67,7.5,7.4,4.9,Low,Medium,Medium,Beginner,2,10,5,0,8,10,5,No,0,No,Yes,High,Walk,10,Good,53,36,1,Placed
1163,Female,25,Peshawar,SE,8,811,1071,99,3.55,3.66,55,5.2,8.1,1.8,Low,Low,Medium,Advanced,2,7,0,10,4,5,7,No,0,No,No,Middle,Walk,4,Weak,60,6,2,Placed
1164,Male,24,Karachi,EE,3,866,956,96,3.89,4.0,72,6.6,7.7,2.3,Low,High,Medium,Advanced,9,2,4,4,9,0,4,Yes,9,No,No,Middle,Bus,4,Average,76,17,0,Placed
1165,Male,19,Mardan,AI,1,815,899,38,3.51,3.66,47,3.5,5.3,4.4,High,Medium,Low,Advanced,3,7,7,9,3,0,8,Yes,1,Yes,No,Low,Bus,2,Weak,50,1,0,Placed
1166,Male,23,Abbottabad,SE,4,926,989,57,3.2,2.99,44,7.5,8.1,1.5,Low,Low,High,Beginner,0,9,8,2,1,15,2,Yes,2,No,No,Low,Bus,1,Weak,53,22,4,Placed
1167,Female,25,Islamabad,ME,6,957,602,43,3.14,3.28,65,7.3,4.1,4.2,Low,Medium,Medium,Advanced,1,7,6,5,3,9,2,Yes,5,Yes,No,Low,Bike,5,Weak,97,46,3,Placed
1168,Male,19,Swat,ME,1,847,672,98,3.92,4.0,97,5.9,4.1,3.3,Low,Medium,High,Advanced,4,0,0,9,3,0,8,No,0,Yes,Yes,Low,Car,9,Average,55,43,0,Placed
1169,Male,20,Karachi,DS,2,695,964,87,2.46,2.32,74,2.3,7.8,4.1,Low,Medium,Medium,Beginner,10,0,2,1,3,3,1,No,0,No,Yes,High,Car,7,Fluent,89,43,0,Placed
1170,Male,25,Islamabad,IT,2,979,874,82,3.34,3.79,91,3.7,8.0,5.5,Low,Low,High,Advanced,0,2,5,1,5,16,3,Yes,7,No,Yes,Low,Car,7,Good,62,36,2,Placed
1171,Female,21,Islamabad,CS,5,911,867,65,3.45,3.01,100,5.6,5.0,2.2,Medium,Low,Low,Intermediate,5,0,7,5,5,16,0,No,0,Yes,No,Middle,Walk,5,Fluent,94,50,3,Placed
1172,Male,18,Swat,CS,4,1025,620,73,3.83,3.56,41,5.4,7.3,2.4,Low,High,High,Beginner,5,0,1,7,2,5,7,Yes,12,Yes,Yes,High,Bus,8,Weak,86,15,1,Placed
1173,Female,20,Abbottabad,IT,4,873,615,39,3.71,3.81,56,0.7,8.2,5.4,Medium,Low,High,Intermediate,5,0,2,4,0,10,6,No,0,No,No,Low,Bus,2,Fluent,38,25,2,Placed
1174,Female,26,Islamabad,EE,4,1006,730,37,2.62,2.78,80,5.4,8.8,1.0,Medium,High,Medium,Intermediate,0,4,10,4,8,7,1,Yes,10,Yes,Yes,Low,Bike,9,Fluent,96,31,5,Placed
1175,Male,19,Swat,BBA,3,619,890,49,3.48,3.43,57,4.7,4.5,4.4,High,Low,Medium,Beginner,4,5,1,7,7,4,0,Yes,5,No,Yes,Middle,Walk,3,Average,56,29,5,Placed
1176,Female,18,Abbottabad,BBA,3,720,784,94,2.75,3.23,74,2.5,6.4,3.4,High,Medium,Low,Intermediate,2,9,9,3,3,15,5,No,0,Yes,Yes,High,Walk,1,Good,50,45,4,Placed
1177,Male,26,Abbottabad,DS,5,763,970,80,3.49,3.34,48,5.6,6.8,1.5,Medium,Low,Medium,Beginner,3,9,1,8,8,14,6,Yes,8,Yes,No,Low,Car,7,Fluent,51,40,1,Placed
1178,Male,24,Karachi,AI,4,668,647,77,2.5,2.2,57,6.3,7.5,0.7,Medium,Medium,Medium,Advanced,5,2,6,3,6,16,2,Yes,4,Yes,No,Middle,Bus,9,Good,83,23,2,Placed
1179,Male,21,Islamabad,DS,5,735,1055,63,2.23,2.3,99,1.6,6.3,0.5,Medium,Low,Low,Intermediate,7,10,4,2,1,17,8,No,0,No,Yes,High,Bus,5,Fluent,52,39,0,Placed
1180,Male,20,Abbottabad,DS,7,826,688,62,2.6,2.3,58,1.8,6.5,3.6,Medium,Low,Medium,Advanced,3,10,9,9,8,11,7,No,0,Yes,Yes,Low,Walk,10,Average,45,23,5,Placed
1181,Female,22,Peshawar,ME,3,838,1016,51,2.15,2.39,98,5.7,5.7,1.4,High,Low,High,Intermediate,1,0,8,1,2,12,4,No,0,No,Yes,Middle,Car,5,Fluent,60,4,2,Placed
1182,Male,24,Swat,IT,1,983,828,69,3.02,3.4,64,6.6,6.1,3.6,Medium,High,Low,Beginner,2,1,8,7,9,12,0,No,0,Yes,No,Middle,Bus,6,Average,31,6,0,Placed
1183,Female,21,Abbottabad,IT,7,1066,846,51,2.89,3.2,42,0.5,4.3,1.5,Low,Medium,Low,Intermediate,8,6,8,3,10,3,2,No,0,Yes,No,High,Bike,3,Fluent,37,29,4,Placed
1184,Female,26,Swat,DS,3,742,1029,64,1.84,1.73,42,7.5,5.4,3.9,High,High,High,Advanced,10,7,3,7,2,17,3,No,0,No,Yes,High,Bike,7,Fluent,38,38,2,Placed
1185,Male,24,Swat,AI,8,614,774,70,2.75,2.82,84,6.2,7.0,3.0,High,Low,High,Beginner,10,9,10,8,3,14,6,No,0,No,Yes,Low,Bike,7,Good,32,17,5,Placed
1186,Female,21,Mardan,CS,4,668,871,75,3.42,3.55,61,7.8,4.1,2.6,Low,Low,Low,Intermediate,9,10,6,6,0,6,6,No,0,No,Yes,Middle,Bike,6,Average,69,3,0,Placed
1187,Male,20,Abbottabad,EE,5,1048,1001,46,3.64,3.49,93,5.4,6.6,5.5,Medium,Medium,High,Intermediate,4,0,8,5,9,10,3,Yes,6,Yes,No,High,Car,7,Fluent,77,37,2,Placed
1188,Female,23,Lahore,BBA,8,1015,983,75,3.32,3.57,97,2.2,5.3,5.3,Medium,High,High,Advanced,5,1,2,2,5,9,8,Yes,2,No,No,Low,Car,7,Fluent,88,11,4,Placed
1189,Female,23,Mardan,SE,4,899,1086,36,1.86,2.18,90,5.2,7.4,3.0,Medium,High,High,Advanced,10,8,5,4,0,0,7,Yes,6,Yes,Yes,Middle,Car,1,Good,63,20,3,Placed
1190,Male,19,Islamabad,AI,8,813,636,69,1.83,1.76,64,5.8,7.1,2.0,High,High,Medium,Beginner,2,0,4,0,8,4,5,Yes,4,No,No,Low,Bus,1,Average,80,33,3,Placed
1191,Male,24,Karachi,BBA,4,964,1088,38,2.7,3.0,82,2.1,5.4,3.0,Low,Medium,High,Beginner,6,0,3,3,10,1,3,No,0,No,Yes,High,Bike,9,Average,77,27,0,Placed
1192,Female,19,Lahore,AI,8,1065,634,34,2.95,3.38,98,4.6,4.8,0.3,Medium,Medium,High,Beginner,7,6,7,7,7,7,7,No,0,No,No,Middle,Bike,7,Good,73,3,1,Placed
1193,Male,22,Islamabad,AI,6,671,795,56,2.94,2.81,89,6.0,8.5,0.7,Medium,High,Low,Intermediate,3,0,8,9,2,7,3,Yes,6,Yes,No,High,Bike,4,Weak,40,29,0,Placed
1194,Female,24,Abbottabad,SE,7,923,663,68,2.26,2.27,40,3.4,4.5,1.7,High,Medium,Low,Intermediate,6,2,1,6,4,7,8,No,0,No,Yes,Low,Car,5,Average,47,27,4,Placed
1195,Female,23,Swat,SE,1,859,917,56,2.63,2.9,50,2.2,8.8,4.8,High,High,Low,Intermediate,2,5,8,2,8,16,4,No,0,No,Yes,Middle,Bike,9,Good,40,47,5,Placed
1196,Female,22,Peshawar,EE,5,615,732,39,3.92,3.59,89,2.9,6.9,1.4,Low,Low,High,Advanced,2,8,6,7,8,10,5,Yes,2,No,No,High,Bike,5,Average,93,19,3,Placed
1197,Female,24,Peshawar,ME,3,665,1064,94,3.24,2.8,88,5.3,4.2,2.1,Low,Medium,Low,Advanced,4,10,1,7,7,20,0,No,0,No,Yes,High,Car,8,Fluent,60,14,5,Placed
1198,Female,20,Swat,IT,7,849,776,66,3.12,3.34,96,2.5,8.2,2.9,Medium,Medium,High,Intermediate,10,3,2,8,6,16,7,No,0,Yes,No,Middle,Bus,6,Fluent,41,29,0,Placed
1199,Female,19,Peshawar,EE,7,889,722,83,3.84,3.58,75,7.9,8.9,5.3,Medium,Low,Low,Advanced,4,6,10,0,5,10,5,Yes,2,Yes,Yes,High,Bike,2,Average,82,8,2,Placed
1200,Male,23,Swat,EE,7,963,819,87,3.61,4.0,44,5.0,4.7,0.5,Low,Low,Medium,Advanced,8,6,9,7,8,16,4,No,0,Yes,Yes,High,Walk,8,Average,94,10,3,Placed
1201,Female,24,Mardan,SE,3,728,668,60,1.51,1.13,88,3.1,4.4,3.4,High,High,Low,Intermediate,7,4,6,9,0,15,1,Yes,10,Yes,No,Low,Walk,7,Weak,56,33,2,Placed
1202,Female,24,Abbottabad,SE,3,705,928,75,2.73,2.6,52,0.6,6.1,1.1,Medium,Low,Low,Advanced,9,4,2,9,8,2,4,Yes,12,Yes,Yes,High,Car,1,Average,68,13,1,Placed
1203,Male,25,Peshawar,DS,7,717,1002,73,3.6,3.18,53,6.1,7.4,1.9,Low,High,High,Advanced,8,8,2,0,3,0,8,No,0,Yes,Yes,High,Bike,7,Average,72,4,5,Placed
1204,Male,26,Karachi,IT,8,926,800,84,2.46,2.19,71,6.5,8.7,0.2,Low,Low,High,Beginner,10,9,4,7,2,2,8,No,0,No,No,Middle,Bus,4,Good,50,31,4,Placed
1205,Male,18,Mardan,AI,8,980,655,55,1.89,1.64,63,2.1,5.0,3.8,High,Medium,High,Advanced,5,2,7,5,6,3,7,Yes,12,Yes,Yes,Middle,Walk,10,Fluent,73,3,3,Placed
1206,Male,23,Islamabad,SE,5,636,856,75,1.9,2.12,94,6.9,6.7,1.8,Medium,High,Low,Intermediate,8,3,8,8,2,2,0,No,0,No,No,Middle,Walk,6,Fluent,45,15,3,Placed
1207,Female,24,Peshawar,BBA,3,1084,1012,79,1.77,1.84,72,7.3,4.7,1.0,High,Medium,Medium,Advanced,5,10,4,9,10,4,0,No,0,No,Yes,High,Bike,10,Average,69,30,3,Placed
1208,Female,26,Islamabad,EE,6,1068,617,41,3.24,3.33,80,3.0,8.8,4.7,Low,Low,High,Beginner,6,7,8,3,2,18,3,No,0,Yes,Yes,High,Bike,6,Good,54,29,0,Placed
1209,Female,21,Mardan,EE,1,824,669,30,3.17,2.7,85,4.5,9.0,3.2,Medium,Low,Low,Intermediate,3,10,3,8,8,2,1,No,0,No,No,Middle,Car,3,Good,31,12,5,Placed
1210,Male,26,Lahore,AI,7,896,922,30,2.37,2.53,63,3.7,7.2,0.0,High,Low,Low,Advanced,5,7,4,3,9,15,6,No,0,No,No,Middle,Car,8,Good,34,25,2,Placed
1211,Male,22,Swat,EE,8,781,864,94,2.57,2.19,87,7.8,4.3,4.3,High,Low,High,Beginner,2,5,3,1,2,13,2,No,0,No,No,High,Bus,7,Weak,46,20,4,Placed
1212,Male,22,Abbottabad,EE,2,606,620,33,1.68,1.76,93,2.9,7.8,4.7,Medium,Low,Medium,Advanced,0,0,7,3,8,10,8,No,0,Yes,No,High,Walk,5,Weak,80,48,4,Placed
1213,Male,26,Lahore,DS,2,793,854,38,2.81,2.45,53,1.3,8.7,3.2,Low,Medium,High,Intermediate,3,0,5,4,2,20,8,No,0,Yes,Yes,Low,Bus,5,Average,52,19,5,Placed
1214,Female,22,Lahore,IT,3,901,618,59,3.4,3.04,60,4.7,7.7,3.7,Medium,Low,High,Beginner,8,8,7,10,6,12,7,No,0,Yes,No,Low,Car,7,Fluent,34,13,4,Placed
1215,Male,22,Peshawar,DS,4,682,953,56,3.08,3.45,41,4.5,6.0,3.1,High,Medium,Low,Intermediate,7,0,2,6,6,16,3,No,0,Yes,No,Middle,Bus,3,Fluent,30,14,1,Placed
1216,Female,18,Lahore,BBA,8,903,669,100,3.02,3.28,93,3.9,6.5,5.1,Low,Medium,Low,Intermediate,3,0,2,8,7,14,5,No,0,Yes,Yes,High,Bus,5,Weak,34,24,3,Placed
1217,Male,20,Abbottabad,DS,8,1050,838,38,1.97,1.87,82,7.5,5.7,2.3,High,Medium,Medium,Intermediate,9,6,7,4,5,9,1,No,0,No,Yes,Middle,Walk,6,Average,59,43,4,Placed
1218,Male,24,Lahore,CS,2,652,1019,44,2.29,2.22,92,4.4,7.8,5.7,Low,High,Medium,Advanced,3,3,8,5,1,14,5,No,0,No,Yes,High,Bike,7,Average,66,48,4,Placed
1219,Female,26,Abbottabad,AI,2,630,690,92,2.3,2.75,95,4.9,5.6,1.6,Medium,Medium,Low,Intermediate,0,3,10,4,5,6,6,Yes,4,No,No,Low,Bike,4,Fluent,56,21,0,Placed
1220,Male,26,Mardan,SE,7,1011,685,64,3.99,4.0,52,4.5,7.2,0.0,High,Low,Low,Advanced,2,7,1,6,1,12,8,No,0,No,No,Middle,Walk,3,Good,95,40,3,Placed
1221,Female,22,Swat,ME,8,892,1044,54,3.8,4.0,88,7.0,6.6,1.1,High,Low,High,Intermediate,2,2,9,4,1,7,2,Yes,7,Yes,No,Low,Bike,3,Weak,95,23,2,Placed
1222,Male,26,Islamabad,SE,6,643,733,30,1.63,1.36,74,7.2,8.6,5.3,High,High,Medium,Advanced,6,3,0,3,2,4,8,Yes,6,No,Yes,Middle,Walk,7,Fluent,90,23,3,Placed
1223,Female,20,Islamabad,IT,4,813,688,99,2.52,2.56,49,6.3,4.3,4.8,Low,High,High,Intermediate,6,4,10,3,4,12,7,Yes,4,Yes,Yes,Middle,Walk,1,Average,97,50,5,Placed
1224,Male,24,Abbottabad,AI,2,798,621,43,2.67,2.91,65,2.0,6.8,0.1,High,Low,Medium,Advanced,2,8,0,3,3,9,6,No,0,No,No,High,Bus,10,Weak,36,15,2,Placed
1225,Male,21,Lahore,IT,1,993,792,85,1.95,2.2,85,7.6,6.1,0.6,High,Medium,Low,Intermediate,2,8,4,5,5,2,4,No,0,No,No,Low,Car,5,Fluent,30,48,0,Placed
1226,Female,19,Lahore,CS,7,937,1004,37,1.96,1.85,86,7.9,4.2,2.5,Medium,Low,Low,Advanced,0,4,6,9,0,14,1,Yes,9,Yes,No,Low,Bike,5,Good,72,26,3,Placed
1227,Male,23,Swat,ME,4,628,1047,52,3.78,3.55,94,6.7,6.2,5.5,Low,Low,Low,Advanced,3,8,9,3,5,8,4,Yes,2,Yes,No,Low,Bike,1,Weak,88,42,5,Placed
1228,Male,24,Peshawar,EE,8,936,701,45,2.75,2.33,46,2.4,8.7,2.0,High,High,High,Advanced,7,9,5,5,4,5,1,Yes,5,Yes,Yes,Low,Car,10,Good,100,4,2,Placed
1229,Female,20,Swat,IT,8,680,813,85,1.92,2.38,95,3.4,8.9,0.0,Medium,Low,High,Advanced,5,0,7,3,2,19,4,No,0,Yes,Yes,Low,Car,2,Fluent,59,48,1,Placed
1230,Female,20,Karachi,AI,4,1076,1085,59,2.7,2.59,72,7.7,7.8,1.8,High,Medium,Low,Beginner,4,3,9,9,9,4,4,Yes,4,Yes,Yes,High,Walk,9,Average,75,18,4,Placed
1231,Male,18,Karachi,BBA,1,943,861,93,3.15,2.98,61,7.8,5.4,4.5,Medium,Medium,High,Beginner,0,5,1,8,2,14,3,Yes,1,Yes,No,Middle,Bike,8,Fluent,51,44,1,Placed
1232,Male,19,Abbottabad,ME,5,782,801,97,3.2,3.2,94,5.9,7.6,0.2,Medium,Low,Low,Intermediate,4,8,6,5,10,6,7,No,0,No,No,Middle,Bus,8,Fluent,67,25,3,Placed
1233,Female,22,Swat,IT,3,864,904,56,2.75,2.4,40,4.7,5.0,3.3,Medium,High,High,Beginner,2,8,10,9,10,0,4,Yes,6,Yes,No,Low,Car,5,Fluent,57,21,3,Placed
1234,Male,24,Karachi,DS,1,840,867,38,2.65,2.3,53,5.5,5.0,0.6,High,Medium,Low,Advanced,10,8,1,3,5,15,3,Yes,10,Yes,Yes,Low,Car,7,Fluent,64,38,2,Placed
1235,Female,18,Swat,BBA,4,721,748,33,1.73,1.48,51,5.0,6.3,3.4,High,Medium,Medium,Intermediate,9,7,4,7,5,15,4,No,0,Yes,No,High,Bus,4,Good,87,34,0,Placed
1236,Male,25,Karachi,ME,4,702,995,62,1.55,1.52,79,3.4,4.2,4.7,Low,Low,Medium,Advanced,6,8,9,1,0,0,8,No,0,No,No,High,Bike,5,Fluent,44,45,1,Placed
1237,Male,25,Abbottabad,IT,7,859,836,53,2.08,1.83,100,7.4,5.9,3.5,Medium,High,Low,Advanced,1,1,0,4,8,14,5,No,0,Yes,Yes,Middle,Bike,9,Weak,83,35,0,Placed
1238,Female,20,Islamabad,ME,6,898,632,81,1.56,1.59,98,5.4,8.8,1.5,Low,Low,High,Beginner,1,5,10,8,5,6,5,Yes,12,No,Yes,Middle,Walk,8,Fluent,59,20,2,Placed
1239,Male,19,Mardan,EE,5,983,756,30,1.51,1.76,56,4.6,4.5,5.5,High,Medium,Low,Advanced,4,0,7,5,6,4,0,Yes,12,No,No,Low,Walk,4,Good,45,37,3,Placed
1240,Female,22,Mardan,SE,8,964,848,49,3.74,3.61,99,2.0,9.0,1.6,High,Medium,Low,Advanced,10,9,7,3,6,20,6,No,0,No,No,High,Car,6,Average,65,3,5,Placed
1241,Female,23,Mardan,CS,7,699,965,81,1.51,1.65,84,6.5,6.8,2.8,Medium,High,Medium,Intermediate,7,4,3,0,4,5,0,Yes,1,No,Yes,Low,Bus,6,Weak,78,31,3,Placed
1242,Male,25,Mardan,IT,3,839,652,86,2.57,2.81,96,3.9,7.7,6.0,Medium,Medium,Low,Advanced,5,0,6,4,2,5,7,No,0,Yes,Yes,Middle,Walk,10,Good,33,10,3,Placed
1243,Female,22,Peshawar,AI,2,763,861,69,3.99,3.76,65,5.3,6.9,5.9,Medium,High,Low,Advanced,7,2,5,6,0,12,4,Yes,11,Yes,Yes,Middle,Bus,8,Average,95,20,5,Placed
1244,Female,24,Mardan,IT,4,715,647,47,1.89,2.16,56,0.7,9.0,3.7,High,High,Low,Intermediate,0,6,6,7,6,10,6,No,0,Yes,Yes,Middle,Car,5,Average,30,44,3,Placed
1245,Female,20,Peshawar,EE,2,634,722,96,1.58,1.41,69,4.6,6.8,0.1,Medium,Low,Medium,Advanced,3,2,1,3,6,17,7,No,0,No,No,Middle,Car,9,Good,79,7,0,Placed
1246,Female,23,Peshawar,ME,1,618,887,81,2.83,3.22,63,7.7,8.7,0.9,High,Low,Medium,Beginner,4,4,1,2,3,18,5,No,0,Yes,No,High,Walk,10,Fluent,99,15,2,Placed
1247,Female,20,Islamabad,BBA,6,900,1046,87,3.24,3.1,44,3.2,7.8,2.9,High,High,Low,Advanced,9,3,7,8,4,6,5,No,0,Yes,No,Middle,Bike,2,Average,52,42,0,Placed
1248,Female,19,Peshawar,AI,5,639,763,49,3.85,4.0,66,6.2,7.4,2.4,Low,High,High,Advanced,6,5,3,2,2,8,2,Yes,1,Yes,No,High,Bus,8,Good,35,28,0,Placed
1249,Male,21,Swat,ME,5,1019,975,45,3.52,3.91,75,5.5,7.2,5.5,High,Low,Medium,Advanced,8,1,7,9,3,0,0,No,0,Yes,No,High,Bus,9,Weak,32,1,1,Placed
1250,Female,23,Islamabad,CS,2,1085,963,58,2.35,2.49,84,5.9,5.9,0.3,Low,High,Low,Intermediate,10,6,9,9,0,3,2,Yes,7,No,No,Middle,Bus,4,Good,38,10,2,Placed
1251,Female,20,Swat,IT,3,1042,697,80,3.44,2.99,85,5.6,6.8,4.4,Low,Low,High,Intermediate,4,9,8,8,4,19,5,No,0,Yes,Yes,Low,Car,2,Good,52,16,5,Placed
1252,Male,25,Abbottabad,IT,7,923,649,57,1.56,2.04,65,3.2,8.6,5.1,Low,High,High,Beginner,9,5,0,4,3,18,8,Yes,7,No,No,Low,Walk,7,Average,67,36,2,Placed
1253,Male,21,Swat,CS,8,882,1069,92,2.46,2.05,49,7.9,8.9,5.4,High,Medium,High,Beginner,2,6,1,3,10,11,5,No,0,No,Yes,High,Bus,8,Average,62,12,4,Placed
1254,Male,23,Peshawar,DS,5,780,889,99,3.82,3.44,93,1.6,6.6,3.8,High,Low,Low,Beginner,2,0,6,9,6,12,5,Yes,6,No,Yes,Middle,Walk,10,Fluent,55,15,3,Placed
1255,Female,23,Swat,AI,5,985,776,73,3.09,3.06,47,4.5,7.0,3.7,Medium,Low,Low,Intermediate,8,0,2,2,8,2,0,Yes,11,Yes,No,Low,Bike,8,Average,93,47,3,Placed
1256,Male,23,Karachi,AI,5,726,918,39,1.58,1.3,46,8.0,5.4,5.0,Medium,Medium,High,Beginner,3,1,8,6,10,14,6,No,0,No,No,High,Bike,10,Weak,36,40,1,Placed
1257,Female,18,Mardan,DS,1,1033,885,52,2.49,2.78,75,2.2,7.7,1.5,High,Low,High,Intermediate,10,8,7,7,7,20,5,No,0,Yes,Yes,Middle,Car,4,Fluent,54,8,1,Placed
1258,Female,25,Lahore,ME,3,624,684,43,3.15,3.17,69,3.9,7.4,2.2,High,Medium,High,Advanced,5,2,1,1,4,9,8,Yes,12,No,Yes,High,Car,7,Good,34,49,4,Placed
1259,Female,20,Karachi,CS,5,900,995,61,2.42,2.42,69,3.0,7.5,4.1,Low,Medium,Medium,Advanced,9,4,7,7,0,18,6,No,0,Yes,Yes,High,Bus,4,Fluent,52,26,0,Placed
1260,Female,22,Islamabad,EE,8,989,891,96,3.47,3.19,81,3.9,4.3,4.0,High,Medium,High,Beginner,6,1,3,9,5,20,4,Yes,2,No,No,Low,Car,6,Fluent,47,3,0,Placed
1261,Female,25,Karachi,EE,3,794,1052,75,2.23,2.69,65,5.6,7.9,3.0,Low,High,Medium,Intermediate,9,7,10,7,9,15,1,Yes,1,Yes,Yes,Low,Bus,9,Weak,49,11,4,Placed
1262,Female,24,Karachi,SE,6,729,1043,35,2.91,2.81,45,2.9,5.7,1.9,High,Low,Medium,Advanced,1,10,10,0,10,0,8,No,0,No,Yes,Middle,Car,1,Fluent,63,43,5,Placed
1263,Female,24,Mardan,BBA,3,1086,776,44,2.64,2.73,79,2.7,8.3,3.1,High,Medium,High,Intermediate,2,5,1,2,10,8,3,No,0,Yes,No,Middle,Bike,4,Average,60,30,3,Placed
1264,Female,24,Islamabad,BBA,8,962,931,86,3.0,2.76,60,0.9,4.0,4.0,Medium,High,Medium,Beginner,7,7,1,10,10,16,2,Yes,11,Yes,No,Middle,Walk,1,Weak,82,38,3,Placed
1265,Male,25,Karachi,IT,3,936,1014,61,3.46,3.7,58,6.3,6.1,2.2,High,Low,Medium,Intermediate,3,2,5,3,6,4,5,No,0,No,No,Low,Bike,6,Average,71,35,0,Placed
1266,Female,26,Peshawar,AI,5,812,983,39,1.96,1.84,91,4.0,8.7,2.3,Medium,Low,High,Advanced,4,9,10,9,3,7,6,Yes,8,No,No,High,Bike,2,Good,80,48,0,Placed
1267,Male,24,Lahore,EE,4,964,1073,45,3.48,3.03,41,1.0,6.0,2.4,Low,High,High,Intermediate,10,1,6,4,0,16,7,No,0,Yes,Yes,Low,Bike,8,Good,37,30,5,Placed
1268,Male,20,Mardan,ME,3,800,825,88,2.67,2.23,88,6.5,7.7,1.9,Medium,Low,Low,Advanced,5,4,8,9,9,15,0,No,0,Yes,No,Middle,Car,2,Weak,53,42,1,Placed
1269,Female,21,Swat,SE,7,610,680,38,2.12,2.38,72,4.8,5.3,2.8,Medium,Low,Medium,Advanced,8,4,1,5,7,2,7,No,0,Yes,No,Low,Bike,3,Average,38,27,5,Placed
1270,Female,20,Swat,AI,6,851,942,33,3.67,4.0,63,7.1,5.6,4.1,Low,Medium,High,Intermediate,3,0,10,2,2,5,8,Yes,6,Yes,No,High,Walk,10,Average,58,12,2,Placed
1271,Male,24,Karachi,DS,8,832,950,49,3.74,3.49,57,3.6,5.6,4.1,Medium,Low,High,Beginner,0,1,8,5,10,16,0,No,0,No,No,High,Bike,9,Good,36,43,2,Placed
1272,Female,26,Abbottabad,CS,2,1021,815,92,2.99,3.29,40,4.7,8.4,3.9,Medium,Medium,Low,Intermediate,4,4,7,6,1,14,3,No,0,No,Yes,Middle,Bike,9,Fluent,100,14,1,Placed
1273,Female,22,Peshawar,EE,4,679,1006,85,3.8,3.47,52,7.6,8.3,3.5,Low,Medium,Low,Intermediate,1,9,1,5,0,6,2,Yes,9,No,Yes,Middle,Bike,8,Weak,67,7,4,Placed
1274,Female,22,Mardan,ME,3,928,888,84,1.91,1.49,88,3.6,8.3,3.7,Medium,High,Low,Advanced,5,9,7,7,3,12,6,No,0,Yes,Yes,Middle,Bike,1,Fluent,98,24,3,Placed
1275,Female,26,Mardan,BBA,8,777,1062,76,2.63,2.37,91,2.7,7.4,4.5,Medium,Medium,Medium,Intermediate,10,9,8,4,4,19,4,No,0,Yes,No,Low,Bike,7,Average,38,30,3,Placed
1276,Female,19,Swat,SE,4,1062,1017,39,3.46,3.88,72,2.6,5.8,2.7,Low,Medium,High,Advanced,1,8,9,8,7,11,5,Yes,3,Yes,Yes,High,Bus,8,Weak,98,0,2,Placed
1277,Female,25,Swat,AI,7,890,634,58,2.19,2.62,60,4.6,5.6,1.7,Medium,Low,High,Advanced,4,6,2,10,7,4,1,Yes,1,No,No,Low,Car,4,Weak,59,23,4,Placed
1278,Female,24,Karachi,SE,3,868,850,92,3.41,3.24,86,5.8,8.6,3.6,Medium,Medium,Medium,Advanced,7,8,10,8,2,6,7,Yes,1,No,No,Low,Car,8,Fluent,84,1,4,Placed
1279,Female,26,Islamabad,BBA,6,749,742,76,3.15,3.09,40,6.4,7.4,4.5,Low,Medium,High,Beginner,2,9,6,2,9,2,0,Yes,12,Yes,Yes,Middle,Bike,1,Weak,86,10,2,Placed
1280,Male,23,Swat,DS,2,826,763,56,2.96,3.3,87,3.1,4.3,3.0,Medium,High,Medium,Beginner,7,2,4,10,5,2,8,No,0,Yes,No,Low,Walk,10,Fluent,100,48,1,Placed
1281,Female,23,Mardan,ME,3,617,993,88,3.35,3.82,67,4.4,8.7,5.2,High,Medium,Low,Intermediate,5,1,3,0,6,14,6,Yes,9,Yes,No,Middle,Car,3,Average,38,11,3,Placed
1282,Female,19,Peshawar,DS,3,601,1045,84,3.22,3.29,59,1.1,6.4,2.8,Low,High,Medium,Intermediate,8,5,8,3,0,17,6,Yes,7,Yes,No,Middle,Car,5,Fluent,94,27,2,Placed
1283,Female,25,Islamabad,BBA,6,985,1004,71,2.23,2.54,76,3.2,7.7,4.7,Medium,High,Medium,Advanced,5,10,10,7,7,11,2,Yes,3,No,Yes,Low,Bike,1,Good,67,9,1,Placed
1284,Female,23,Peshawar,ME,3,608,1006,66,1.71,1.27,42,4.4,8.7,0.9,High,Medium,Medium,Advanced,7,4,9,3,1,12,6,Yes,7,Yes,Yes,Middle,Bike,1,Good,96,5,1,Placed
1285,Male,25,Abbottabad,BBA,1,754,617,100,2.97,2.6,42,0.8,5.7,5.0,High,High,High,Advanced,7,0,6,9,9,20,0,No,0,Yes,No,Middle,Bike,7,Fluent,69,32,0,Placed
1286,Male,21,Swat,AI,7,766,994,95,3.79,3.39,58,4.2,5.5,5.2,High,High,Low,Intermediate,0,8,3,3,5,9,1,No,0,No,No,High,Car,3,Average,63,49,0,Placed
